Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 5, 'n_head': 7, 'n_kv_head': 7, 'n_embd': 448, 'window_pattern': 'S'}
Parameter counts:
  wte                     : 3,670,016
  value_embeds            : 11,010,048
  lm_head                 : 3,670,016
  transformer_matrices    : 11,039,728
  scalars                 : 10
  total                   : 29,389,818
Estimated FLOPs per token: 1.047735e+08
Scaling AdamW LRs by 1/sqrt(448/768) = 1.309307
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011097 | lrm: 1.00 | dt: 18429ms | tok/sec: 3,556 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 01403 (84.5%) | loss: 3.182279 | lrm: 0.17 | dt: 180ms | tok/sec: 363,862 | mfu: 3.9% | epoch: 1 | remaining: 46s    
step 01404 (84.5%) | loss: 3.179275 | lrm: 0.17 | dt: 181ms | tok/sec: 363,058 | mfu: 3.8% | epoch: 1 | remaining: 46s    
step 01405 (84.6%) | loss: 3.180408 | lrm: 0.17 | dt: 183ms | tok/sec: 358,868 | mfu: 3.8% | epoch: 1 | remaining: 46s    
step 01406 (84.7%) | loss: 3.171696 | lrm: 0.17 | dt: 187ms | tok/sec: 350,940 | mfu: 3.7% | epoch: 1 | remaining: 46s    
step 01407 (84.7%) | loss: 3.161437 | lrm: 0.17 | dt: 189ms | tok/sec: 346,976 | mfu: 3.7% | epoch: 1 | remaining: 46s    
step 01408 (84.8%) | loss: 3.156608 | lrm: 0.17 | dt: 180ms | tok/sec: 363,605 | mfu: 3.9% | epoch: 1 | remaining: 45s    
step 01409 (84.9%) | loss: 3.161950 | lrm: 0.17 | dt: 180ms | tok/sec: 363,243 | mfu: 3.8% | epoch: 1 | remaining: 45s    
step 01410 (84.9%) | loss: 3.165631 | lrm: 0.17 | dt: 182ms | tok/sec: 360,731 | mfu: 3.8% | epoch: 1 | remaining: 45s    
step 01411 (85.0%) | loss: 3.160017 | lrm: 0.17 | dt: 185ms | tok/sec: 354,019 | mfu: 3.7% | epoch: 1 | remaining: 45s    
step 01412 (85.0%) | loss: 3.166041 | lrm: 0.17 | dt: 190ms | tok/sec: 344,954 | mfu: 3.7% | epoch: 1 | remaining: 45s    
step 01413 (85.1%) | loss: 3.183984 | lrm: 0.17 | dt: 181ms | tok/sec: 361,085 | mfu: 3.8% | epoch: 1 | remaining: 45s    
step 01414 (85.2%) | loss: 3.184215 | lrm: 0.17 | dt: 180ms | tok/sec: 363,682 | mfu: 3.9% | epoch: 1 | remaining: 44s    
step 01415 (85.2%) | loss: 3.183126 | lrm: 0.16 | dt: 181ms | tok/sec: 362,514 | mfu: 3.8% | epoch: 1 | remaining: 44s    
step 01416 (85.3%) | loss: 3.180447 | lrm: 0.16 | dt: 183ms | tok/sec: 357,788 | mfu: 3.8% | epoch: 1 | remaining: 44s    
step 01417 (85.3%) | loss: 3.185619 | lrm: 0.16 | dt: 188ms | tok/sec: 348,366 | mfu: 3.7% | epoch: 1 | remaining: 44s    
step 01418 (85.4%) | loss: 3.183167 | lrm: 0.16 | dt: 187ms | tok/sec: 350,114 | mfu: 3.7% | epoch: 1 | remaining: 44s    
step 01419 (85.5%) | loss: 3.180806 | lrm: 0.16 | dt: 181ms | tok/sec: 362,955 | mfu: 3.8% | epoch: 1 | remaining: 43s    
step 01420 (85.5%) | loss: 3.177426 | lrm: 0.16 | dt: 180ms | tok/sec: 363,425 | mfu: 3.8% | epoch: 1 | remaining: 43s    
step 01421 (85.6%) | loss: 3.168623 | lrm: 0.16 | dt: 181ms | tok/sec: 361,110 | mfu: 3.8% | epoch: 1 | remaining: 43s    
step 01422 (85.6%) | loss: 3.158168 | lrm: 0.16 | dt: 186ms | tok/sec: 352,166 | mfu: 3.7% | epoch: 1 | remaining: 43s    
step 01423 (85.7%) | loss: 3.152162 | lrm: 0.16 | dt: 190ms | tok/sec: 345,138 | mfu: 3.7% | epoch: 1 | remaining: 43s    
step 01424 (85.8%) | loss: 3.163915 | lrm: 0.16 | dt: 180ms | tok/sec: 363,662 | mfu: 3.9% | epoch: 1 | remaining: 43s    
step 01425 (85.8%) | loss: 3.157288 | lrm: 0.16 | dt: 181ms | tok/sec: 362,830 | mfu: 3.8% | epoch: 1 | remaining: 42s    
step 01426 (85.9%) | loss: 3.152929 | lrm: 0.16 | dt: 181ms | tok/sec: 362,875 | mfu: 3.8% | epoch: 1 | remaining: 42s    
step 01427 (86.0%) | loss: 3.158823 | lrm: 0.16 | dt: 184ms | tok/sec: 355,292 | mfu: 3.8% | epoch: 1 | remaining: 42s    
step 01428 (86.0%) | loss: 3.154578 | lrm: 0.16 | dt: 189ms | tok/sec: 346,029 | mfu: 3.7% | epoch: 1 | remaining: 42s    
step 01429 (86.1%) | loss: 3.150053 | lrm: 0.16 | dt: 185ms | tok/sec: 355,043 | mfu: 3.8% | epoch: 1 | remaining: 42s    
step 01430 (86.1%) | loss: 3.155465 | lrm: 0.16 | dt: 181ms | tok/sec: 362,342 | mfu: 3.8% | epoch: 1 | remaining: 41s    
step 01431 (86.2%) | loss: 3.159434 | lrm: 0.16 | dt: 180ms | tok/sec: 364,217 | mfu: 3.9% | epoch: 1 | remaining: 41s    
step 01432 (86.3%) | loss: 3.165465 | lrm: 0.15 | dt: 181ms | tok/sec: 361,429 | mfu: 3.8% | epoch: 1 | remaining: 41s    
step 01433 (86.3%) | loss: 3.171848 | lrm: 0.15 | dt: 186ms | tok/sec: 352,454 | mfu: 3.7% | epoch: 1 | remaining: 41s    
step 01434 (86.4%) | loss: 3.181798 | lrm: 0.15 | dt: 189ms | tok/sec: 347,633 | mfu: 3.7% | epoch: 1 | remaining: 41s    
step 01435 (86.4%) | loss: 3.169042 | lrm: 0.15 | dt: 182ms | tok/sec: 359,781 | mfu: 3.8% | epoch: 1 | remaining: 40s    
step 01436 (86.5%) | loss: 3.169470 | lrm: 0.15 | dt: 181ms | tok/sec: 363,069 | mfu: 3.8% | epoch: 1 | remaining: 40s    
step 01437 (86.6%) | loss: 3.173338 | lrm: 0.15 | dt: 180ms | tok/sec: 363,832 | mfu: 3.9% | epoch: 1 | remaining: 40s    
step 01438 (86.6%) | loss: 3.173329 | lrm: 0.15 | dt: 184ms | tok/sec: 355,650 | mfu: 3.8% | epoch: 1 | remaining: 40s    
step 01439 (86.7%) | loss: 3.163102 | lrm: 0.15 | dt: 188ms | tok/sec: 348,107 | mfu: 3.7% | epoch: 1 | remaining: 40s    
step 01440 (86.7%) | loss: 3.160446 | lrm: 0.15 | dt: 187ms | tok/sec: 350,488 | mfu: 3.7% | epoch: 1 | remaining: 40s    
step 01441 (86.8%) | loss: 3.164598 | lrm: 0.15 | dt: 181ms | tok/sec: 362,609 | mfu: 3.8% | epoch: 1 | remaining: 39s    
step 01442 (86.9%) | loss: 3.156536 | lrm: 0.15 | dt: 180ms | tok/sec: 364,370 | mfu: 3.9% | epoch: 1 | remaining: 39s    
step 01443 (86.9%) | loss: 3.160072 | lrm: 0.15 | dt: 181ms | tok/sec: 361,658 | mfu: 3.8% | epoch: 1 | remaining: 39s    
step 01444 (87.0%) | loss: 3.150588 | lrm: 0.15 | dt: 186ms | tok/sec: 352,455 | mfu: 3.7% | epoch: 1 | remaining: 39s    
step 01445 (87.1%) | loss: 3.147776 | lrm: 0.15 | dt: 189ms | tok/sec: 346,517 | mfu: 3.7% | epoch: 1 | remaining: 39s    
step 01446 (87.1%) | loss: 3.145479 | lrm: 0.15 | dt: 182ms | tok/sec: 360,935 | mfu: 3.8% | epoch: 1 | remaining: 38s    
step 01447 (87.2%) | loss: 3.137914 | lrm: 0.15 | dt: 180ms | tok/sec: 363,580 | mfu: 3.8% | epoch: 1 | remaining: 38s    
step 01448 (87.2%) | loss: 3.135614 | lrm: 0.15 | dt: 180ms | tok/sec: 363,727 | mfu: 3.9% | epoch: 1 | remaining: 38s    
step 01449 (87.3%) | loss: 3.149013 | lrm: 0.14 | dt: 184ms | tok/sec: 356,503 | mfu: 3.8% | epoch: 1 | remaining: 38s    
step 01450 (87.4%) | loss: 3.156691 | lrm: 0.14 | dt: 187ms | tok/sec: 351,099 | mfu: 3.7% | epoch: 1 | remaining: 38s    
step 01451 (87.4%) | loss: 3.148581 | lrm: 0.14 | dt: 188ms | tok/sec: 348,381 | mfu: 3.7% | epoch: 1 | remaining: 38s    
step 01452 (87.5%) | loss: 3.139419 | lrm: 0.14 | dt: 180ms | tok/sec: 364,142 | mfu: 3.9% | epoch: 1 | remaining: 37s    
step 01453 (87.5%) | loss: 3.136897 | lrm: 0.14 | dt: 180ms | tok/sec: 364,715 | mfu: 3.9% | epoch: 1 | remaining: 37s    
step 01454 (87.6%) | loss: 3.143642 | lrm: 0.14 | dt: 182ms | tok/sec: 359,227 | mfu: 3.8% | epoch: 1 | remaining: 37s    
step 01455 (87.7%) | loss: 3.141756 | lrm: 0.14 | dt: 185ms | tok/sec: 354,176 | mfu: 3.8% | epoch: 1 | remaining: 37s    
step 01456 (87.7%) | loss: 3.146771 | lrm: 0.14 | dt: 187ms | tok/sec: 351,007 | mfu: 3.7% | epoch: 1 | remaining: 37s    
step 01457 (87.8%) | loss: 3.140445 | lrm: 0.14 | dt: 185ms | tok/sec: 353,631 | mfu: 3.7% | epoch: 1 | remaining: 36s    
step 01458 (87.8%) | loss: 3.136392 | lrm: 0.14 | dt: 180ms | tok/sec: 363,777 | mfu: 3.9% | epoch: 1 | remaining: 36s    
step 01459 (87.9%) | loss: 3.138588 | lrm: 0.14 | dt: 180ms | tok/sec: 364,079 | mfu: 3.9% | epoch: 1 | remaining: 36s    
step 01460 (88.0%) | loss: 3.138137 | lrm: 0.14 | dt: 183ms | tok/sec: 357,273 | mfu: 3.8% | epoch: 1 | remaining: 36s    
step 01461 (88.0%) | loss: 3.147211 | lrm: 0.14 | dt: 185ms | tok/sec: 353,756 | mfu: 3.7% | epoch: 1 | remaining: 36s    
step 01462 (88.1%) | loss: 3.144615 | lrm: 0.14 | dt: 189ms | tok/sec: 347,256 | mfu: 3.7% | epoch: 1 | remaining: 36s    
step 01463 (88.2%) | loss: 3.149351 | lrm: 0.14 | dt: 180ms | tok/sec: 364,060 | mfu: 3.9% | epoch: 1 | remaining: 35s    
step 01464 (88.2%) | loss: 3.144588 | lrm: 0.14 | dt: 180ms | tok/sec: 363,153 | mfu: 3.8% | epoch: 1 | remaining: 35s    
step 01465 (88.3%) | loss: 3.138827 | lrm: 0.13 | dt: 181ms | tok/sec: 361,535 | mfu: 3.8% | epoch: 1 | remaining: 35s    
step 01466 (88.3%) | loss: 3.138780 | lrm: 0.13 | dt: 185ms | tok/sec: 353,981 | mfu: 3.7% | epoch: 1 | remaining: 35s    
step 01467 (88.4%) | loss: 3.130855 | lrm: 0.13 | dt: 188ms | tok/sec: 349,377 | mfu: 3.7% | epoch: 1 | remaining: 35s    
step 01468 (88.5%) | loss: 3.140647 | lrm: 0.13 | dt: 185ms | tok/sec: 354,736 | mfu: 3.8% | epoch: 1 | remaining: 34s    
step 01469 (88.5%) | loss: 3.143632 | lrm: 0.13 | dt: 181ms | tok/sec: 361,702 | mfu: 3.8% | epoch: 1 | remaining: 34s    
step 01470 (88.6%) | loss: 3.136508 | lrm: 0.13 | dt: 181ms | tok/sec: 363,052 | mfu: 3.8% | epoch: 1 | remaining: 34s    
step 01471 (88.6%) | loss: 3.137778 | lrm: 0.13 | dt: 182ms | tok/sec: 359,973 | mfu: 3.8% | epoch: 1 | remaining: 34s    
step 01472 (88.7%) | loss: 3.140010 | lrm: 0.13 | dt: 186ms | tok/sec: 352,673 | mfu: 3.7% | epoch: 1 | remaining: 34s    
step 01473 (88.8%) | loss: 3.132922 | lrm: 0.13 | dt: 187ms | tok/sec: 350,319 | mfu: 3.7% | epoch: 1 | remaining: 34s    
step 01474 (88.8%) | loss: 3.133405 | lrm: 0.13 | dt: 184ms | tok/sec: 355,210 | mfu: 3.8% | epoch: 1 | remaining: 33s    
step 01475 (88.9%) | loss: 3.122118 | lrm: 0.13 | dt: 181ms | tok/sec: 362,245 | mfu: 3.8% | epoch: 1 | remaining: 33s    
step 01476 (88.9%) | loss: 3.122905 | lrm: 0.13 | dt: 180ms | tok/sec: 363,867 | mfu: 3.9% | epoch: 1 | remaining: 33s    
step 01477 (89.0%) | loss: 3.113626 | lrm: 0.13 | dt: 184ms | tok/sec: 356,992 | mfu: 3.8% | epoch: 1 | remaining: 33s    
step 01478 (89.1%) | loss: 3.105324 | lrm: 0.13 | dt: 187ms | tok/sec: 351,306 | mfu: 3.7% | epoch: 1 | remaining: 33s    
step 01479 (89.1%) | loss: 3.109311 | lrm: 0.13 | dt: 187ms | tok/sec: 349,780 | mfu: 3.7% | epoch: 1 | remaining: 32s    
step 01480 (89.2%) | loss: 3.107018 | lrm: 0.13 | dt: 181ms | tok/sec: 361,524 | mfu: 3.8% | epoch: 1 | remaining: 32s    
step 01481 (89.3%) | loss: 3.109686 | lrm: 0.13 | dt: 180ms | tok/sec: 363,958 | mfu: 3.9% | epoch: 1 | remaining: 32s    
step 01482 (89.3%) | loss: 3.115894 | lrm: 0.12 | dt: 181ms | tok/sec: 361,898 | mfu: 3.8% | epoch: 1 | remaining: 32s    
step 01483 (89.4%) | loss: 3.127460 | lrm: 0.12 | dt: 185ms | tok/sec: 354,527 | mfu: 3.8% | epoch: 1 | remaining: 32s    
step 01484 (89.4%) | loss: 3.127498 | lrm: 0.12 | dt: 188ms | tok/sec: 348,914 | mfu: 3.7% | epoch: 1 | remaining: 31s    
step 01485 (89.5%) | loss: 3.140761 | lrm: 0.12 | dt: 185ms | tok/sec: 354,559 | mfu: 3.8% | epoch: 1 | remaining: 31s    
step 01486 (89.6%) | loss: 3.140184 | lrm: 0.12 | dt: 180ms | tok/sec: 363,519 | mfu: 3.8% | epoch: 1 | remaining: 31s    
step 01487 (89.6%) | loss: 3.143603 | lrm: 0.12 | dt: 180ms | tok/sec: 363,687 | mfu: 3.9% | epoch: 1 | remaining: 31s    
step 01488 (89.7%) | loss: 3.142993 | lrm: 0.12 | dt: 183ms | tok/sec: 358,516 | mfu: 3.8% | epoch: 1 | remaining: 31s    
step 01489 (89.7%) | loss: 3.138040 | lrm: 0.12 | dt: 186ms | tok/sec: 352,431 | mfu: 3.7% | epoch: 1 | remaining: 31s    
step 01490 (89.8%) | loss: 3.136292 | lrm: 0.12 | dt: 189ms | tok/sec: 347,418 | mfu: 3.7% | epoch: 1 | remaining: 30s    
step 01491 (89.9%) | loss: 3.134356 | lrm: 0.12 | dt: 181ms | tok/sec: 362,151 | mfu: 3.8% | epoch: 1 | remaining: 30s    
step 01492 (89.9%) | loss: 3.131001 | lrm: 0.12 | dt: 180ms | tok/sec: 364,467 | mfu: 3.9% | epoch: 1 | remaining: 30s    
step 01493 (90.0%) | loss: 3.133746 | lrm: 0.12 | dt: 182ms | tok/sec: 361,026 | mfu: 3.8% | epoch: 1 | remaining: 30s    
step 01494 (90.0%) | loss: 3.135620 | lrm: 0.12 | dt: 184ms | tok/sec: 355,637 | mfu: 3.8% | epoch: 1 | remaining: 30s    
step 01495 (90.1%) | loss: 3.134811 | lrm: 0.12 | dt: 188ms | tok/sec: 347,732 | mfu: 3.7% | epoch: 1 | remaining: 29s    
step 01496 (90.2%) | loss: 3.131378 | lrm: 0.12 | dt: 186ms | tok/sec: 351,411 | mfu: 3.7% | epoch: 1 | remaining: 29s    
step 01497 (90.2%) | loss: 3.136783 | lrm: 0.12 | dt: 181ms | tok/sec: 362,801 | mfu: 3.8% | epoch: 1 | remaining: 29s    
step 01498 (90.3%) | loss: 3.129244 | lrm: 0.12 | dt: 180ms | tok/sec: 363,973 | mfu: 3.9% | epoch: 1 | remaining: 29s    
step 01499 (90.4%) | loss: 3.122035 | lrm: 0.11 | dt: 181ms | tok/sec: 361,730 | mfu: 3.8% | epoch: 1 | remaining: 29s    
step 01500 (90.4%) | loss: 3.132956 | lrm: 0.11 | dt: 185ms | tok/sec: 353,728 | mfu: 3.7% | epoch: 1 | remaining: 29s    
step 01501 (90.5%) | loss: 3.127199 | lrm: 0.11 | dt: 188ms | tok/sec: 348,595 | mfu: 3.7% | epoch: 1 | remaining: 28s    
step 01502 (90.5%) | loss: 3.124803 | lrm: 0.11 | dt: 182ms | tok/sec: 359,486 | mfu: 3.8% | epoch: 1 | remaining: 28s    
step 01503 (90.6%) | loss: 3.115056 | lrm: 0.11 | dt: 181ms | tok/sec: 362,066 | mfu: 3.8% | epoch: 1 | remaining: 28s    
step 01504 (90.7%) | loss: 3.123113 | lrm: 0.11 | dt: 181ms | tok/sec: 362,773 | mfu: 3.8% | epoch: 1 | remaining: 28s    
step 01505 (90.7%) | loss: 3.122770 | lrm: 0.11 | dt: 183ms | tok/sec: 357,460 | mfu: 3.8% | epoch: 1 | remaining: 28s    
step 01506 (90.8%) | loss: 3.111394 | lrm: 0.11 | dt: 186ms | tok/sec: 351,647 | mfu: 3.7% | epoch: 1 | remaining: 27s    
step 01507 (90.8%) | loss: 3.115211 | lrm: 0.11 | dt: 186ms | tok/sec: 352,538 | mfu: 3.7% | epoch: 1 | remaining: 27s    
step 01508 (90.9%) | loss: 3.119356 | lrm: 0.11 | dt: 181ms | tok/sec: 361,880 | mfu: 3.8% | epoch: 1 | remaining: 27s    
step 01509 (91.0%) | loss: 3.117316 | lrm: 0.11 | dt: 181ms | tok/sec: 362,426 | mfu: 3.8% | epoch: 1 | remaining: 27s    
step 01510 (91.0%) | loss: 3.115039 | lrm: 0.11 | dt: 182ms | tok/sec: 359,526 | mfu: 3.8% | epoch: 1 | remaining: 27s    
step 01511 (91.1%) | loss: 3.106646 | lrm: 0.11 | dt: 185ms | tok/sec: 354,877 | mfu: 3.8% | epoch: 1 | remaining: 27s    
step 01512 (91.1%) | loss: 3.112988 | lrm: 0.11 | dt: 187ms | tok/sec: 350,756 | mfu: 3.7% | epoch: 1 | remaining: 26s    
step 01513 (91.2%) | loss: 3.112211 | lrm: 0.11 | dt: 185ms | tok/sec: 355,064 | mfu: 3.8% | epoch: 1 | remaining: 26s    
step 01514 (91.3%) | loss: 3.117769 | lrm: 0.11 | dt: 181ms | tok/sec: 361,974 | mfu: 3.8% | epoch: 1 | remaining: 26s    
step 01515 (91.3%) | loss: 3.121943 | lrm: 0.10 | dt: 181ms | tok/sec: 361,569 | mfu: 3.8% | epoch: 1 | remaining: 26s    
step 01516 (91.4%) | loss: 3.121145 | lrm: 0.10 | dt: 182ms | tok/sec: 359,911 | mfu: 3.8% | epoch: 1 | remaining: 26s    
step 01517 (91.5%) | loss: 3.132150 | lrm: 0.10 | dt: 185ms | tok/sec: 354,495 | mfu: 3.8% | epoch: 1 | remaining: 25s    
step 01518 (91.5%) | loss: 3.141297 | lrm: 0.10 | dt: 188ms | tok/sec: 349,054 | mfu: 3.7% | epoch: 1 | remaining: 25s    
step 01519 (91.6%) | loss: 3.148681 | lrm: 0.10 | dt: 183ms | tok/sec: 358,400 | mfu: 3.8% | epoch: 1 | remaining: 25s    
step 01520 (91.6%) | loss: 3.147710 | lrm: 0.10 | dt: 180ms | tok/sec: 363,699 | mfu: 3.9% | epoch: 1 | remaining: 25s    
step 01521 (91.7%) | loss: 3.144946 | lrm: 0.10 | dt: 181ms | tok/sec: 362,408 | mfu: 3.8% | epoch: 1 | remaining: 25s    
step 01522 (91.8%) | loss: 3.139181 | lrm: 0.10 | dt: 183ms | tok/sec: 357,181 | mfu: 3.8% | epoch: 1 | remaining: 25s    
step 01523 (91.8%) | loss: 3.139830 | lrm: 0.10 | dt: 186ms | tok/sec: 351,740 | mfu: 3.7% | epoch: 1 | remaining: 24s    
step 01524 (91.9%) | loss: 3.138578 | lrm: 0.10 | dt: 186ms | tok/sec: 352,610 | mfu: 3.7% | epoch: 1 | remaining: 24s    
step 01525 (91.9%) | loss: 3.147509 | lrm: 0.10 | dt: 181ms | tok/sec: 362,441 | mfu: 3.8% | epoch: 1 | remaining: 24s    
step 01526 (92.0%) | loss: 3.152012 | lrm: 0.10 | dt: 181ms | tok/sec: 362,507 | mfu: 3.8% | epoch: 1 | remaining: 24s    
step 01527 (92.1%) | loss: 3.144802 | lrm: 0.10 | dt: 181ms | tok/sec: 361,850 | mfu: 3.8% | epoch: 1 | remaining: 24s    
step 01528 (92.1%) | loss: 3.145961 | lrm: 0.10 | dt: 185ms | tok/sec: 353,366 | mfu: 3.7% | epoch: 1 | remaining: 23s    
step 01529 (92.2%) | loss: 3.147921 | lrm: 0.10 | dt: 186ms | tok/sec: 352,544 | mfu: 3.7% | epoch: 1 | remaining: 23s    
step 01530 (92.3%) | loss: 3.138970 | lrm: 0.10 | dt: 186ms | tok/sec: 353,265 | mfu: 3.7% | epoch: 1 | remaining: 23s    
step 01531 (92.3%) | loss: 3.145006 | lrm: 0.10 | dt: 180ms | tok/sec: 363,584 | mfu: 3.8% | epoch: 1 | remaining: 23s    
step 01532 (92.4%) | loss: 3.155693 | lrm: 0.09 | dt: 180ms | tok/sec: 363,116 | mfu: 3.8% | epoch: 1 | remaining: 23s    
step 01533 (92.4%) | loss: 3.151780 | lrm: 0.09 | dt: 183ms | tok/sec: 358,418 | mfu: 3.8% | epoch: 1 | remaining: 23s    
step 01534 (92.5%) | loss: 3.138494 | lrm: 0.09 | dt: 184ms | tok/sec: 355,480 | mfu: 3.8% | epoch: 1 | remaining: 22s    
step 01535 (92.6%) | loss: 3.144670 | lrm: 0.09 | dt: 186ms | tok/sec: 351,722 | mfu: 3.7% | epoch: 1 | remaining: 22s    
step 01536 (92.6%) | loss: 3.138942 | lrm: 0.09 | dt: 184ms | tok/sec: 355,875 | mfu: 3.8% | epoch: 1 | remaining: 22s    
step 01537 (92.7%) | loss: 3.142709 | lrm: 0.09 | dt: 181ms | tok/sec: 362,137 | mfu: 3.8% | epoch: 1 | remaining: 22s    
step 01538 (92.7%) | loss: 3.150434 | lrm: 0.09 | dt: 180ms | tok/sec: 363,265 | mfu: 3.8% | epoch: 1 | remaining: 22s    
step 01539 (92.8%) | loss: 3.146852 | lrm: 0.09 | dt: 186ms | tok/sec: 352,314 | mfu: 3.7% | epoch: 1 | remaining: 21s    
step 01540 (92.9%) | loss: 3.145296 | lrm: 0.09 | dt: 185ms | tok/sec: 353,590 | mfu: 3.7% | epoch: 1 | remaining: 21s    
step 01541 (92.9%) | loss: 3.142838 | lrm: 0.09 | dt: 188ms | tok/sec: 348,830 | mfu: 3.7% | epoch: 1 | remaining: 21s    
step 01542 (93.0%) | loss: 3.147871 | lrm: 0.09 | dt: 183ms | tok/sec: 357,506 | mfu: 3.8% | epoch: 1 | remaining: 21s    
step 01543 (93.0%) | loss: 3.142325 | lrm: 0.09 | dt: 180ms | tok/sec: 363,998 | mfu: 3.9% | epoch: 1 | remaining: 21s    
step 01544 (93.1%) | loss: 3.132785 | lrm: 0.09 | dt: 181ms | tok/sec: 361,684 | mfu: 3.8% | epoch: 1 | remaining: 21s    
step 01545 (93.2%) | loss: 3.125867 | lrm: 0.09 | dt: 185ms | tok/sec: 354,974 | mfu: 3.8% | epoch: 1 | remaining: 20s    
step 01546 (93.2%) | loss: 3.124393 | lrm: 0.09 | dt: 187ms | tok/sec: 350,057 | mfu: 3.7% | epoch: 1 | remaining: 20s    
step 01547 (93.3%) | loss: 3.125313 | lrm: 0.09 | dt: 185ms | tok/sec: 354,466 | mfu: 3.8% | epoch: 1 | remaining: 20s    
step 01548 (93.4%) | loss: 3.121253 | lrm: 0.09 | dt: 180ms | tok/sec: 364,597 | mfu: 3.9% | epoch: 1 | remaining: 20s    
step 01549 (93.4%) | loss: 3.122287 | lrm: 0.08 | dt: 181ms | tok/sec: 361,416 | mfu: 3.8% | epoch: 1 | remaining: 20s    
step 01550 (93.5%) | loss: 3.128705 | lrm: 0.08 | dt: 184ms | tok/sec: 356,998 | mfu: 3.8% | epoch: 1 | remaining: 19s    
step 01551 (93.5%) | loss: 3.131372 | lrm: 0.08 | dt: 186ms | tok/sec: 352,328 | mfu: 3.7% | epoch: 1 | remaining: 19s    
step 01552 (93.6%) | loss: 3.125359 | lrm: 0.08 | dt: 189ms | tok/sec: 346,761 | mfu: 3.7% | epoch: 1 | remaining: 19s    
step 01553 (93.7%) | loss: 3.123354 | lrm: 0.08 | dt: 180ms | tok/sec: 363,145 | mfu: 3.8% | epoch: 1 | remaining: 19s    
step 01554 (93.7%) | loss: 3.119876 | lrm: 0.08 | dt: 181ms | tok/sec: 362,598 | mfu: 3.8% | epoch: 1 | remaining: 19s    
step 01555 (93.8%) | loss: 3.118572 | lrm: 0.08 | dt: 182ms | tok/sec: 360,001 | mfu: 3.8% | epoch: 1 | remaining: 18s    
step 01556 (93.8%) | loss: 3.115719 | lrm: 0.08 | dt: 186ms | tok/sec: 352,177 | mfu: 3.7% | epoch: 1 | remaining: 18s    
step 01557 (93.9%) | loss: 3.112669 | lrm: 0.08 | dt: 189ms | tok/sec: 346,401 | mfu: 3.7% | epoch: 1 | remaining: 18s    
step 01558 (94.0%) | loss: 3.106088 | lrm: 0.08 | dt: 182ms | tok/sec: 360,208 | mfu: 3.8% | epoch: 1 | remaining: 18s    
step 01559 (94.0%) | loss: 3.103067 | lrm: 0.08 | dt: 181ms | tok/sec: 363,031 | mfu: 3.8% | epoch: 1 | remaining: 18s    
step 01560 (94.1%) | loss: 3.110261 | lrm: 0.08 | dt: 181ms | tok/sec: 361,976 | mfu: 3.8% | epoch: 1 | remaining: 18s    
step 01561 (94.1%) | loss: 3.119186 | lrm: 0.08 | dt: 184ms | tok/sec: 356,588 | mfu: 3.8% | epoch: 1 | remaining: 17s    
step 01562 (94.2%) | loss: 3.116384 | lrm: 0.08 | dt: 187ms | tok/sec: 350,026 | mfu: 3.7% | epoch: 1 | remaining: 17s    
step 01563 (94.3%) | loss: 3.115419 | lrm: 0.08 | dt: 185ms | tok/sec: 353,877 | mfu: 3.7% | epoch: 1 | remaining: 17s    
step 01564 (94.3%) | loss: 3.114104 | lrm: 0.08 | dt: 180ms | tok/sec: 363,622 | mfu: 3.9% | epoch: 1 | remaining: 17s    
step 01565 (94.4%) | loss: 3.110590 | lrm: 0.07 | dt: 180ms | tok/sec: 363,309 | mfu: 3.8% | epoch: 1 | remaining: 17s    
step 01566 (94.5%) | loss: 3.120091 | lrm: 0.07 | dt: 182ms | tok/sec: 359,619 | mfu: 3.8% | epoch: 1 | remaining: 16s    
step 01567 (94.5%) | loss: 3.121845 | lrm: 0.07 | dt: 186ms | tok/sec: 352,587 | mfu: 3.7% | epoch: 1 | remaining: 16s    
step 01568 (94.6%) | loss: 3.118633 | lrm: 0.07 | dt: 187ms | tok/sec: 350,239 | mfu: 3.7% | epoch: 1 | remaining: 16s    
step 01569 (94.6%) | loss: 3.127716 | lrm: 0.07 | dt: 182ms | tok/sec: 360,962 | mfu: 3.8% | epoch: 1 | remaining: 16s    
step 01570 (94.7%) | loss: 3.123902 | lrm: 0.07 | dt: 181ms | tok/sec: 362,632 | mfu: 3.8% | epoch: 1 | remaining: 16s    
step 01571 (94.8%) | loss: 3.117765 | lrm: 0.07 | dt: 181ms | tok/sec: 362,295 | mfu: 3.8% | epoch: 1 | remaining: 16s    
step 01572 (94.8%) | loss: 3.122088 | lrm: 0.07 | dt: 184ms | tok/sec: 355,894 | mfu: 3.8% | epoch: 1 | remaining: 15s    
step 01573 (94.9%) | loss: 3.124668 | lrm: 0.07 | dt: 187ms | tok/sec: 350,496 | mfu: 3.7% | epoch: 1 | remaining: 15s    
step 01574 (94.9%) | loss: 3.137004 | lrm: 0.07 | dt: 186ms | tok/sec: 352,336 | mfu: 3.7% | epoch: 1 | remaining: 15s    
